name,species,heat,region,origin,min_shu,max_shu,min_jrp,max_jrp,detail_link,source_link,source_name
Madame Jeanette,,,,,,350000,,,https://www.cayennediane.com/peppers/madame-jeanette-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Peach Habanero,,,,,,350000,,,https://www.cayennediane.com/peppers/habanero-peach/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Peruvian White Habanero,,,,,,350000,,,https://www.cayennediane.com/peppers/peruvian-white-habanero/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Scotch Bonnet,,,,,,350000,,,https://www.cayennediane.com/peppers/scotch-bonnet/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
TigerPaw-NR Habanero,,,,,,350000,,,https://www.cayennediane.com/peppers/tigerpaw-nr-habanero/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Zimbabwe Bird Chili,,,,,,350000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Big Sun Habanero,,,,,,325000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Devil’s Tongue Yellow,,,,,,325000,,,https://www.cayennediane.com/peppers/devils-tongue-yellow/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Fatalii,,,,,,325000,,,https://www.cayennediane.com/peppers/fatalii/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Golden Habanero (Yellow),,,,,,325000,,,https://www.cayennediane.com/peppers/habanero-golden-yellow/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Mustard Habanero,,,,,,325000,,,https://www.cayennediane.com/peppers/habanero-mustard/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Datil Pepper,,,,,,300000,,,https://www.cayennediane.com/peppers/datil/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Piri Piri,,,,,,300000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Red Cheese,,,,,,300000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Thai Burapa,,,,,,300000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Texas Chiltepin,,,,,,265000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Pimenta de Neyde,,,,,,250000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Rocoto Pepper,,,,,,250000,,,https://www.cayennediane.com/peppers/rocoto-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Maori,,,,,,240000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Bird’s Eye Chili,,,,,,225000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Ecuador Hot,,,,,,186000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Shogaol,,,,,,160000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Sparkler,,,,,,160000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Cajamarca,,,,,,150000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Jamaican Gold,,,,,,150000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Kumataka,,,,,,150000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Tepin Pepper,,,,,,150000,,,https://www.cayennediane.com/peppers/tepin-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Carolina Cayenne,,,,,,125000,,,https://www.cayennediane.com/peppers/carolina-cayenne/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Tabiche Pepper,,,,,,115000,,,https://www.cayennediane.com/peppers/tabiche-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Bahamian Pepper,,,,,,110000,,,https://www.cayennediane.com/peppers/bahamian-bird-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Aji Cito,,,,,,108000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
African Birds Eye,,,,,,100000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Ají Rojo Pepper,,,,,,100000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Black Scorpion Tongue,,,,,,100000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Byadgi Chili,,,,,,100000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Charleston Hot Pepper,,,,,,100000,,,https://www.cayennediane.com/peppers/charleston-hot-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Chiltepin Pepper,,,,,,100000,,,https://www.cayennediane.com/peppers/tepin-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
China Express Chili,,,,,,100000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Cili Goronong,,,,,,100000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Diablo Grande,,,,,,100000,,,https://www.cayennediane.com/peppers/diablo-grande-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Firecracker Pequin,,,,,,100000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Indian Jwala,,,,,,100000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Malagueta,,,,,,100000,,,https://www.cayennediane.com/peppers/malagueta-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Mayan Cobanero Love Pepper,,,,,,100000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Orange Thai,,,,,,100000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Pepin,,,,,,100000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Peri-Peri,,,,,,100000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Piperine,,,,,,100000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Purira Chile Pepper,,,,,,100000,,,https://www.cayennediane.com/peppers/purira-chili-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Red Thai,,,,,,100000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Siling Labuyo,,,,,,100000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Thai Dragon,,,,,,100000,,,https://www.cayennediane.com/peppers/thai-dragon-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Thai Ornamental,,,,,,100000,,,https://www.cayennediane.com/peppers/thai-ornamental/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Thai Pepper,,,,,,100000,,,https://www.cayennediane.com/peppers/thai-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Thai Sun Pepper,,,,,,100000,,,https://www.cayennediane.com/peppers/thai-sun-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Thai Super Chile,,,,,,100000,,,https://www.cayennediane.com/peppers/thai-super-chile/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Yellow Thai,,,,,,100000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Suryaki Cluster,,,,,,81400,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Haimen,,,,,,80000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Tianjin Pepper,,,,,,75000,,,https://www.cayennediane.com/peppers/tien-tsin-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Yatsufusa,,,,,,75000,,,https://www.cayennediane.com/peppers/yatsufusa-chile-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Prairie Fire,,,,,,70000,,,https://www.cayennediane.com/peppers/prairie-fire/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Chi Chien,,,,,,70000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Prik Kee Noo,,,,,,70000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Gingerol,,,,,,60000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Pequin Pepper,,,,,,60000,,,https://www.cayennediane.com/peppers/pequin-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
African Pequin,,,,,,57000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Chile Grande Pepper,,,,,,55000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Aji Amarillo,,,,,,50000,,,https://www.cayennediane.com/peppers/aji-amarillo-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Aji Charapita,,,,,,50000,,,https://www.cayennediane.com/peppers/aji-charapita/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Ají Crystal Pepper,,,,,,50000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Ají Limo (Lemon Drop),,,,,,50000,,,https://www.cayennediane.com/peppers/aji-limo-chili-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Ají Omnicolor Pepper,,,,,,50000,,,https://www.cayennediane.com/peppers/aji-omnicolor-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Akabare,,,,,,50000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Aurora,,,,,,50000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Balloon Pepper,,,,,,50000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Black Cuban Pepper,,,,,,50000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Bonney,,,,,,50000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Cayenne Pepper,,,,,,50000,,,https://www.cayennediane.com/peppers/cayenne-chile-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Cheyenne Pepper,,,,,,50000,,,https://www.cayennediane.com/peppers/cheyenne-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Chinese Five Color,,,,,,50000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Coban,,,,,,50000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Cumari Pepper,,,,,,50000,,,https://www.cayennediane.com/peppers/cumari-do-para/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Demre,,,,,,50000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Desi Teekhi,,,,,,50000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Diente de Perro,,,,,,50000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
DKurnool,,,,,,50000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Dong Xuan Pepper,,,,,,50000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Dunso,,,,,,50000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Etna,,,,,,50000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Explosive Ember,,,,,,50000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Faria,,,,,,50000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Fiji,,,,,,50000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Filius Blue,,,,,,50000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Fluorescent Purple,,,,,,50000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Goat Horn Pepper,,,,,,50000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Golden Cayenne Pepper,,,,,,50000,,,https://www.cayennediane.com/peppers/golden-cayenne-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Guarani,,,,,,50000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Guntur Chili,,,,,,50000,,,https://www.cayennediane.com/peppers/guntur-sannam-chili-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Hermosillo,,,,,,50000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Hot Portugal Pepper,,,,,,50000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Inca Berry Pepper,,,,,,50000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Kurnool Pepper,,,,,,50000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Large Purple Cayenne,,,,,,50000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Large Red Thick Cayenne,,,,,,50000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Little Nubian Pepper,,,,,,50000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Maras Biber,,,,,,50000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Marbles Pepper,,,,,,50000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
McMahon’s Texas Bird Pepper,,,,,,50000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Medusa’s Head Pepper,,,,,,50000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
NuMex Twilight Pepper,,,,,,50000,,,https://www.cayennediane.com/peppers/numex-twilight/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Orange Manzano Pepper,,,,,,50000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Punjab,,,,,,50000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Purple Prince,,,,,,50000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Pusa Jwala,,,,,,50000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Rain Forest Pepper,,,,,,50000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Red Amazon,,,,,,50000,,,https://www.cayennediane.com/peppers/red-amazon-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Manzano Pepper,,,,,,50000,,,https://www.cayennediane.com/peppers/manzano-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Red Squash Pepper,,,,,,50000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Rooster Spur Pepper,,,,,,50000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Santaka Pepper,,,,,,50000,,,https://www.cayennediane.com/peppers/santaka-chili-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Satans Kiss Pepper,,,,,,50000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Siling Haba Pepper,,,,,,50000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Super Chili,,,,,,50000,,,https://www.cayennediane.com/peppers/super-chili-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Tabasco Pepper,,,,,,50000,,,https://www.cayennediane.com/peppers/tabasco-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Tricolor variegata Pepper,,,,,,50000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Urfa Biber,,,,,,50000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Wild Baccatum,,,,,,50000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Yellow Manzano Pepper,,,,,,50000,,,https://www.cayennediane.com/peppers/manzano-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Chenzo,,,,,,45000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Long Slim Cayenne Pepper,,,,,,45000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Beni Highland,,,,,,42600,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Dundicut,,,,,,40000,,,https://www.cayennediane.com/peppers/dundicut-chili-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Guntur Sannam Pepper,,,,,,40000,,,https://www.cayennediane.com/peppers/guntur-sannam-chili-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Hot Golden Nugget,,,,,,35000,,,https://www.cayennediane.com/peppers/hot-golden-nugget/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Abchazskij Ostruyi,,,,,,30000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Aci Sivri Chili,,,,,,30000,,,https://www.cayennediane.com/peppers/aci-sivri-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Afega Longa,,,,,,30000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Aji Carmine,,,,,,30000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Aji Criolla Sella,,,,,,30000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Ata Barukono,,,,,,30000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Australian Latern,,,,,,30000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Barker’s Hot,,,,,,30000,,,https://www.cayennediane.com/peppers/barkers-hot-chili-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Berbere,,,,,,30000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Beslers Cherry,,,,,,30000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Bishops Crown,,,,,,30000,,,https://www.cayennediane.com/peppers/bishops-crown-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Black Pearl,,,,,,30000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Black Prince,,,,,,30000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Bode Amarela,,,,,,30000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Bolivian Rainbow Pepper,,,,,,30000,,,https://www.cayennediane.com/peppers/bolivian-rainbow-chili-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Bombilla Amarilla,,,,,,30000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Bonanza Brasileira,,,,,,30000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Brazilian Starfish,,,,,,30000,,,https://www.cayennediane.com/peppers/brazilian-starfish/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Bubba,,,,,,30000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Bulgarian Carrot,,,,,,30000,,,https://www.cayennediane.com/peppers/bulgarian-carrot/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Cabai Burong,,,,,,30000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Cabai Merah Besar,,,,,,30000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Caballero,,,,,,30000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Chao Tian Jiao,,,,,,30000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Chile de Arbol,,,,,,30000,,,https://www.cayennediane.com/peppers/chile-de-arbol/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Chile Inayague,,,,,,30000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Chile Maya,,,,,,30000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Chile Pepe,,,,,,30000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Chilito de Simojovel,,,,,,30000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Chinchi Uchu,,,,,,30000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Chivato,,,,,,30000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Chupetinho,,,,,,30000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
De árbol Pepper,,,,,,30000,,,https://www.cayennediane.com/peppers/chile-de-arbol/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Dedo de Bahamas,,,,,,30000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Dieng Plateau,,,,,,30000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Erva de Bode,,,,,,30000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Fish Pepper,,,,,,30000,,,https://www.cayennediane.com/peppers/fish-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Golden Heat,,,,,,30000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Hahony Kacho,,,,,,30000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Havaiana,,,,,,30000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Hinkelhatz Hot Pepper,,,,,,30000,,,https://www.cayennediane.com/peppers/hinkelhatz-hot-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Ho Chi Minh Hot Pepper,,,,,,30000,,,https://www.cayennediane.com/peppers/ho-chi-minh-hot-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Holiday Cheer,,,,,,30000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Inca Glow,,,,,,30000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Inca Laranja,,,,,,30000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Inca Red Drop,,,,,,30000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Japones Chili,,,,,,30000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Jwala Finger,,,,,,30000,,,https://www.cayennediane.com/peppers/jwala-finger-hot-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Kim Chi,,,,,,30000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Lemon Drop,,,,,,30000,,,https://www.cayennediane.com/peppers/aji-limo-chili-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Little Elf,,,,,,30000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Manzano,,,,,,30000,,,https://www.cayennediane.com/peppers/manzano-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Merah,,,,,,30000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
New Delhi Long,,,,,,30000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Onza Yellow,,,,,,30000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Orozco,,,,,,30000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Peter Pepper,,,,,,30000,,,https://www.cayennediane.com/peppers/peter-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Pico de Pajaro,,,,,,30000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Pimenta de Bode,,,,,,30000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Quintisho,,,,,,30000,,,https://www.cayennediane.com/peppers/quintisho-hot-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Royal Black,,,,,,30000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Shipkas,,,,,,30000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Takanotsume,,,,,,30000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Stumpy,,,,,,27000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Gambia,,,,,,26500,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Serrano Pepper,,,,,,25000,,,https://www.cayennediane.com/peppers/serrano-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Tianying,,,,,,25000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Tears Of Fire,,,,,,23600,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Chili Wili Pepper,,,,,,23000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Halabi Pepper,,,,,,23000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Serrano Huasteco Chili,,,,,,23000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Aji Colorado Pepper,,,,,,20000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Ají Brazilian Pumpkin Pepper,,,,,,20000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Ají Pineapple Pepper,,,,,,20000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Onza Roja Pepper,,,,,,20000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Peruvian Purple Pepper,,,,,,20000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Ring-O-Fire Cayenne,,,,,,20000,,,https://www.cayennediane.com/peppers/ring-o-fire-cayenne/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Aji Escabeche,,,,,,17000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Hidalgo Pepper,,,,,,17000,,,https://www.cayennediane.com/peppers/hidalgo-chili-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Capsiate,,,,,,16000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Aji Bento,,,,,,15500,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Abbraccio,,,,,,15000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Afegã Curta,,,,,,15000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Aji Cobincho,,,,,,15000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Balãozinho,,,,,,15000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Cseresznye Paprika,,,,,,15000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Dutch Red,,,,,,15000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Estrela-do-Mar,,,,,,15000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Hot Banana Pepper,,,,,,15000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Israeli Hot,,,,,,15000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Jarales,,,,,,15000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Yellow Wax Pepper,,,,,,15000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Costeno Rojo Pepper,,,,,,12000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Aleppo Pepper,,,,,,10000,,,https://www.cayennediane.com/peppers/aleppo-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Alma Spicy Paprika,,,,,,10000,,,https://www.cayennediane.com/peppers/alma-spicy-paprika/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Biker Billy Jalapeno,,,,,,10000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Chipotle Pepper,,,,,,10000,,,https://www.cayennediane.com/peppers/chipotle-morita/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Dutch Pepper,,,,,,10000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Earbob,,,,,,10000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Fresno Pepper,,,,,,10000,,,https://www.cayennediane.com/peppers/fresno-chili-pepper/,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
Hot Apple Pepper,,,,,,10000,,,,https://www.cayennediane.com/the-scoville-scale/,Cayenne Diane
